Quantidade_Retweets,Quantidade_Likes,MACRO
8.106212902619962,9.808187372681804,NF
5.648974238161206,5.8998973535824915,
7.5406215286571525,9.82752401372909,NF
9.122164681072457,8.897272113133987,
5.713732805509369,7.029972911706386,
6.293419278846481,6.278521424165844,
6.53813982376767,8.677269139262872,
6.259581464064923,7.547501682814967,
5.517452896464707,6.779921907472252,
6.683360945766275,7.1846291527173145,
6.7912214627261855,8.977651407818442,NF
7.523481312573497,9.032289682032873,NF
6.161207321695077,6.1903154058531475,
4.852030263919617,5.75890177387728,
9.11679862756782,10.956160609262792,NF
8.38776764397578,8.220133957151859,SP
6.315358001522335,5.43372200355424,
5.342334251964811,6.606650186198215,
6.329720905522696,7.826443135456014,
6.779921907472252,5.8888779583328805,
7.3632795869630385,7.707512194600341,
6.411818267709897,6.663132695990803,
8.94910546953925,10.71159155655226,NF
5.365976015021851,6.439350371100098,
8.316789127071518,9.675582684120208,NT
6.902742737158593,9.057072635572965,
6.983789965258135,8.85879510585745,
7.61972421378267,9.529884417576708,NF
8.13505390861157,10.160568654878034,NF
10.599605316540906,12.769182322719852,NF
5.147494476813453,7.3537223303996315,
9.445017159104065,9.48006211905097,NF
9.795568210316635,9.51576412590412,SP
10.284318379685931,12.185073702934115,NF
9.579279798734897,11.377689763693581,NT
5.541263545158426,7.592870287844818,
4.61512051684126,4.990432586778736,
7.353081920515432,9.439227397917458,NT
11.087176013559358,10.807462758687635,NF
10.962821793074005,13.117107589918556,NF
7.383989457978509,8.008032846969307,
8.870101048785726,10.72608280028296,NT
9.129672468908728,11.080279275600228,NF
5.641907070938114,5.926926025970411,
9.20230820027892,9.95408560529922,NT
5.60947179518496,5.75890177387728,
5.37989735354046,7.101675971619444,
6.440946540632921,8.832733591996416,
6.942156705699469,6.331501849893691,
8.760296220470051,10.50152703279139,NT
5.762051382780177,6.7226297948554485,
8.328692583545568,10.084933726294128,NF
5.209486152841421,6.26530121273771,
9.676649685633647,11.87078171089694,NT
9.691036630760662,11.45434250753793,NF
8.363342466597977,9.842356552531896,NF
11.363473727799436,13.095033289732372,NF
8.818334283552174,9.016998311898762,
5.225746673713202,5.537334267018537,
6.124683390894205,8.200288260287554,
8.704502289721232,10.969783239727695,NT
6.386879319362645,7.457609289715606,
10.029899914890565,11.998494817320054,NF
8.099857910737585,9.883998875952265,NT
6.529418838262226,8.421562960400987,
9.043340831280013,10.42774259661378,SP
5.69035945432406,6.665683717782408,
6.6052979209482015,7.7057128238944275,
9.330165765044532,11.232470546942904,NF
6.100318952020064,5.991464547107982,
8.396831834745054,8.357493812658563,NF
9.031333316150057,11.503541573659888,NT
7.1252830915107115,8.808668062106715,
5.123963979403259,6.396929655216146,
6.963189985870238,8.994296557777195,
8.216088098632316,10.450915078746668,NF
5.961005339623274,8.054204897064407,
9.225228984469933,11.046419711019633,NF
5.529429087511423,5.356586274672012,
5.043425116919247,6.844815479208263,
7.173958319756794,9.042749779782222,NF
10.056251557087757,11.67066398650333,NT
7.753194269884341,9.907877900837422,NT
5.017279836814924,6.92951677076365,
5.327876168789581,5.910796644040527,
7.319202458767849,8.541690663016626,
6.464588303689961,7.57095858316901,
7.400620577371135,7.053585727193677,
7.927324360309794,9.040144994980068,SP
4.983606621708336,6.576469569048224,
8.950792138768174,11.076341137803194,NF
9.406811351874557,10.812411214064715,NF
6.3473892096560105,7.313886831633462,
5.641907070938114,8.253227645581772,
5.545177444479562,5.594711379601839,
6.320768294250582,7.474204806496124,
5.583496308781699,6.683360945766275,
6.2878585601617845,7.44716835960004,
12.762380109850115,14.544352048913916,NT
6.3561076606958915,6.2285110035911835,
5.111987788356544,7.426549072397305,
7.234898420314831,6.180016653652572,NF
4.948759890378168,7.3098814858247865,
9.070848393157585,11.08038716293513,NT
6.259581464064923,8.50976567558744,
5.808142489980444,8.33302993974291,
5.7430031878094825,6.645090969505644,
8.712101863715663,10.417926639871954,NT
7.8655717576847906,9.438590860658538,NT
5.147494476813453,5.937536205082426,
7.499423290592229,9.235032984566555,
6.202535517187923,8.0702808933939,
8.835210463664092,10.26722748059698,NF
7.925157512224703,10.335594591590713,NT
5.176149732573829,5.54907608489522,
7.970394907191429,9.499571244417814,NF
6.1070228877422545,8.326274787396764,
8.809862805379057,10.596584731846031,NT
6.405228458030842,6.787844982309579,
7.0326242610280065,8.560635749259074,NT
6.0330862217988015,8.55159461813357,
5.493061443340548,6.952728644624869,
4.955827057601261,6.590301048196686,
6.359573868672378,8.212025804623437,
6.306275286948016,6.293419278846481,
8.919453168575453,11.026824973591038,NF
10.495238571215703,10.402109007463212,NF
7.988882253309227,9.3915780082071,NF
7.473069088032197,9.045111892608405,
5.420534999272286,6.638567789166521,
5.937536205082426,7.353081920515432,
5.10594547390058,5.541263545158426,
6.059123195581797,7.80994708647679,
8.970050661827003,10.43320362298215,SP
7.943427767876373,8.325063693631197,NT
9.000729834944558,10.664433558660509,NF
8.388222810119277,10.313608472180487,SP
6.063785208687608,5.926926025970411,
4.969813299576001,6.822197390620491,
5.916202062607435,7.095893221097532,
5.598421958998375,7.252762418053187,
4.276666119016055,4.060443010546419,
5.517452896464707,5.950642552587727,
8.291295851905407,10.290177505317958,NF
9.126415137038421,11.097319107785172,NF
8.60813018640834,9.757362911053992,SP
5.236441962829949,6.907755278982137,
6.52795791762255,8.845633256340186,
7.537962659768208,9.177507214880942,NF
5.318119993844216,5.472270673671475,
5.811140992976701,8.504107951867582,
7.891330757661889,9.677778212399186,NF
5.730099782973574,4.6913478822291435,
8.302513718514158,9.93226935396158,NF
7.01571242048723,8.967249182852276,NF
8.031385330625534,8.084562415235304,
4.867534450455582,5.958424693029782,
8.14757773620177,9.966931725092662,NF
6.9167150203536085,6.968850378341948,
8.082402253926244,9.715047314733996,NF
7.751045117971802,8.959183074206774,NF
5.746203190540153,4.820281565605037,
8.441175704992322,10.283634852660002,NF
6.1463292576688975,7.198931240688173,
5.921578419643816,7.429520842786462,
6.313548046277095,8.409162447202533,
5.991464547107982,8.302761580704049,
5.272999558563747,6.408528791059498,
7.723120092266331,7.597897950521784,
5.872117789475416,7.273092595999522,
6.486160788944089,7.8156105320351905,NF
5.176149732573829,6.354370040797351,
4.941642422609304,5.62040086571715,
7.338888133838879,8.518991573357617,NF
7.195187320178709,8.631057447565285,
5.5093883366279774,6.92461239604856,
8.629271094821588,10.40137990089022,NT
5.308267697401205,7.080867896690782,
5.62040086571715,5.659482215759621,
6.541029999189903,6.98100574072173,NT
6.2324480165505225,6.274762021241939,
8.850230965588816,10.732388654073693,NT
8.339023005744759,8.487352349405215,
5.4116460518550396,7.873217054862741,
6.952728644624869,8.285261134068948,
9.083529205109796,11.072977601837675,NF
5.8289456176102075,6.630683385642372,
5.056245805348308,5.703782474656201,
8.745443680098592,10.674104903862972,NT
5.308267697401205,7.416378479192928,
7.992944547318106,8.96482339168508,
5.214935757608986,6.244166900663736,
8.210124405164267,8.341886969516187,
5.236441962829949,6.440946540632921,
7.976938756959434,9.078179468373843,SP
7.313886831633462,6.704414354964107,SP
8.37793112408273,8.242756345714477,
5.746203190540153,5.802118375377063,
6.688354713946762,6.2324480165505225,
8.127699852817772,9.98192897884269,NF
7.520776415062797,7.531552381407289,
5.209486152841421,7.280008252884188,
9.77440339912459,11.937748657135423,NT
6.543911845564792,5.71042701737487,
4.356708826689592,4.143134726391533,
5.594711379601839,5.733341276897746,
5.746203190540153,5.948034989180646,
5.181783550292085,5.308267697401205,
7.6487397889562425,8.17526610411206,
5.099866427824199,4.8283137373023015,
8.853236764745898,10.634989686972537,NF
6.826545223556594,7.7354333524996886,
6.747586526829315,8.17244681834278,
6.340359303727752,6.289715570908998,
4.919980925828125,7.43955930913332,
5.921578419643816,6.966967138613983,
5.384495062789089,6.834108738813838,
7.259116128097101,6.858565034791365,
7.110696122978827,8.811205187562887,
9.712992685053011,9.415971471539095,NF
8.414274137408396,8.157370441186774,NF
8.154212694914229,7.122866658599083,NF
11.404783306350526,11.77816252209149,NT
7.3758821482150125,7.254177846456518,NT
6.400257445308821,6.840546529288687,
5.6131281063880705,7.323830566202317,
6.416732282512326,9.001715906761175,
6.38856140554563,8.26796230533871,
7.760893195851024,7.53955882930103,NT
5.272999558563747,6.077642243349034,
7.754052639035757,7.506042178518122,NT
8.126813720726114,8.445482343862237,
8.12740456269308,7.9287663216266955,NT
5.575949103146316,6.703188113240863,
5.84354441703136,5.834810737062605,
7.0587581525186645,8.259716961021523,NF
6.111467339502679,7.499423290592229,
6.903747257584598,9.07004328643746,
6.429719478039138,7.601901959875166,
7.4067107301776405,8.976893927666076,
8.099857910737585,8.883085524404578,NT
5.683579767338681,5.66988092298052,
7.498315870766981,7.749322464660356,
7.640603826393634,7.6787889981991535,NT
9.780698256443507,9.510074525452104,NF
6.782192056006791,6.8966943316227125,
6.917705609835305,9.698245312357605,
6.236369590203704,8.092239406724211,
9.970304725573445,11.886899905987022,NF
7.199678345691172,6.8966943316227125,
7.4821189235521155,9.424079843215099,NT
5.7899601708972535,6.739336627357174,
8.335191583433202,10.416939723904,NT
7.251344983372214,8.480944058741116,NF
7.321188556739478,7.1631723908466425,
7.528331766707247,9.65617937422262,SJ
8.344505083590521,8.429454277108231,
5.4680601411351315,6.654152520183219,
5.135798437050262,6.436150368369428,
5.1647859739235145,7.697121317282625,
6.309918278226516,7.193685818395112,
6.683360945766275,7.3098814858247865,
6.09807428216624,7.051855622955894,
6.930494765951626,5.958424693029782,
5.293304824724492,7.499423290592229,
6.86171134048073,6.617402977974478,
5.680172609017068,7.1770187659099,
8.433811582477187,8.11162807830774,
5.44673737166631,4.700480365792417,
6.371611847231857,6.295266001439646,
7.024649030453636,6.777646593635117,
5.442417710521793,7.10085190894405,
5.087596335232384,6.07073772800249,
7.176254532017144,6.318968113746434,NF
7.354362330421477,9.06647000155648,
5.393627546352362,6.726233402358747,
5.111987788356544,6.899723107284872,
7.822044008185619,10.1095256359474,SP
8.685246776412487,10.527686503469802,SJ
5.3706380281276624,7.794411205726601,
5.8998973535824915,7.3632795869630385,
6.54965074223381,7.576097340623111,
6.180016653652572,5.988961416889864,
6.812345094177479,7.799753318287247,
7.4770384723196965,8.382747094863314,NF
8.994668835500674,10.806186330890815,NF
6.154858094016418,7.624130585661289,
5.111987788356544,5.8289456176102075,
5.2832037287379885,7.642044402873258,
5.934894195619588,5.43372200355424,
5.720311776607412,5.726847747587197,
10.198616825622958,11.949495105629417,NT
6.338594078203183,6.508769136971682,
12.86628074212824,14.767618525419426,NT
8.314832179284556,10.307217823350577,NT
13.342624378158698,15.246789039927185,NT
9.273690687476945,8.932344569113823,NF
7.779048644925556,7.587310506022615,
8.441607204459642,8.135639903354386,SP
8.464635940677562,7.818832443803404,SP
10.497835975273388,12.355298360459864,NT
7.564238475170491,9.696463383101802,NT
8.787830829258759,8.6628507638386,NT
9.592468614719909,9.175541866433488,NF
7.397561535524052,7.475339236566737,
5.521460917862246,7.543273346705446,
5.303304908059076,7.174724309836376,
4.997212273764115,6.520621127558696,
5.247024072160486,6.650279048587422,
6.320768294250582,6.651571873589727,
8.07558263667172,9.776165413960777,NF
5.916202062607435,7.15305163493748,
5.921578419643816,7.935229539816907,
6.587550014824796,7.198931240688173,
8.714567550836485,8.496378051702317,NF
8.569595870209286,8.68609172787805,
5.225746673713202,4.9344739331306915,
5.493061443340548,5.541263545158426,
10.310518101368999,9.745604917619191,NF
8.483843211734683,9.54029139160713,SJ
4.962844630259907,7.335633981927201,
8.327242607457793,7.6787889981991535,SP
6.26530121273771,7.6624678152002375,
6.745236349484363,11.128027397802029,NT
6.472346294500901,7.5443321080536885,
5.293304824724492,6.343880434126331,
9.730205020392843,12.02710146993584,NF
8.297543529356284,8.697178688412643,NF
6.025865973825314,5.2574953720277815,
9.16303909885817,11.283776416704102,NF
6.634633357861686,6.621405651764134,
6.214608098422191,8.195609567288775,
7.562681246721884,10.050095572172218,SP
9.188094763028863,10.844841560003951,NF
8.425516402844334,10.50949607527931,
8.212025804623437,10.075927109475632,NF
8.443977129084978,11.176221201432853,NT
5.572154032177765,8.016647877057803,
8.753371421000903,8.309922989258318,NT
5.303304908059076,6.4457198193855785,
8.70167907103957,10.67266941937207,NF
9.723403490682365,12.368489069774464,NT
5.204006687076795,6.934397209928558,
7.153833801578843,7.164720378771857,
5.272999558563747,4.718498871295094,
8.725020038618554,11.104084665622148,NT
6.76849321164863,6.950814768442584,
6.880384082186005,9.616405300156314,
8.759825595314295,10.438605708871151,NF
6.763884908562435,8.590257762273243,NT
7.394493107219038,7.142036574706803,
6.646390514847729,8.645058562414134,
8.60337088765729,8.173857454773621,
6.248042874508429,6.126869184114185,
8.824824939175638,10.745636465529921,NF
10.03718768092397,9.334149657702469,SP
8.572060092857077,10.791687404243758,SJ
5.225746673713202,2.833213344056216,
8.281470857895167,10.079707197138614,NF
6.70808408385307,7.958227192322312,
5.147494476813453,7.261225091971921,
8.166500319155052,9.661352295040318,NF
6.169610732491456,8.213110697596676,
6.6240652277998935,6.597145701886651,
7.488852955733459,9.659949949068531,NF
7.86403565907245,8.619388703730907,NF
6.709304340258298,6.796823718274855,
5.017279836814924,6.22455842927536,
6.0844994130751715,6.100318952020064,
7.691656822810547,9.878118461185586,
12.00595568561708,14.17450860141657,NT
7.983440063006542,8.935640333747571,
5.8664680569332965,7.825644732219989,
7.04141166379481,8.809862805379057,
5.14166355650266,5.332718793265369,
10.752826186270983,12.949941457109299,NF
6.202535517187923,6.529418838262226,
9.5569750810205,11.63608955231983,
9.874264693859224,9.869258360985468,NF
5.455321115357702,5.638354669333745,
5.484796933490655,5.683579767338681,
5.0369526024136295,4.634728988229636,
6.3818160174060985,6.731018100482083,NF
5.4510384535657,8.52615293278771,
6.961296045910167,6.5638555265321274,
6.715383386334681,6.915723448631314,
4.02535169073515,5.0369526024136295,
7.933438387627489,10.550014712460847,
6.85751406254539,8.175829008714597,
5.7899601708972535,7.822444729489319,
5.5093883366279774,7.753194269884341,
5.303304908059076,7.266128779556451,
5.5134287461649825,4.700480365792417,
3.9889840465642745,4.1588830833596715,
9.19593714166544,8.793915423631676,NT
5.75890177387728,6.0867747269123065,
7.6487397889562425,9.99053642882265,NF
7.45182223652793,9.536329278582551,NF
5.003946305945459,8.286773231131251,
9.701554950093058,11.656878611963855,NF
4.74493212836325,5.955837369464831,
7.24422751560335,9.035867930125628,
5.840641657373398,6.957497370876951,
9.563458999712138,10.8539284718402,NF
7.1785454837637,8.048468743668883,
5.209486152841421,6.917705609835305,
5.135798437050262,6.602587892189336,
6.580639137284949,8.694167141883597,
7.170888478512505,8.759511722116487,
6.782192056006791,6.324358962381311,
5.0106352940962555,6.2766434893416445,
5.493061443340548,7.005789019253503,
7.132497551660044,9.032050676295599,
5.220355825078324,7.074116816197362,
6.946975992135418,7.247080584585756,SP
9.626217750431657,9.144734614878189,NF
5.459585514144159,7.232010331664759,
6.148468295917647,8.132412674500905,
7.559038255443384,7.722234744709607,
4.718498871295094,5.0369526024136295,
8.045908742270779,10.095553148279476,SJ
6.159095388491933,8.90720619496548,
8.047829357457841,10.181346536039147,
5.537334267018537,7.844632644464681,
7.10085190894405,9.202711344811691,
7.913886714856082,7.829630389150193,
5.476463551931511,7.629975707027789,
9.206332350578643,8.926517509850122,SJ
4.477336814478207,6.5337888379333435,
6.813444599510896,8.411832675758411,
5.8377304471659395,7.4360278163518485,
5.407171771460119,6.502790045915623,
7.791109510610028,9.271153211372695,
5.783825182329737,7.590346945602565,
7.6760099320288875,7.3098814858247865,
6.499787040655854,5.968707559985366,
7.613818684808629,9.125109227613523,NF
7.395107546562485,9.144414221860016,
5.19295685089021,7.736307096548285,
7.220373836723949,6.7357800142423265,
5.8664680569332965,7.384610383176974,
7.068172000388042,8.849083518532339,NT
8.224163512637862,10.414363175052161,NF
6.423246963533519,6.739336627357174,
5.872117789475416,6.996681488176539,
7.647786045440933,8.825706773447951,
5.262690188904886,6.844815479208263,
6.579251212010101,8.517393171418904,
5.5909869805108565,6.90875477931522,
7.822444729489319,7.253470382684528,
7.500529485395295,8.862766742283796,NF
5.14166355650266,7.037905963447182,
6.695798917058491,6.616065185132817,
7.402451520818244,6.956545443151569,
6.261491684321042,6.315358001522335,
5.442417710521793,6.302618975744905,
8.08301991917133,9.493261127326253,NF
7.531552381407289,7.937017489515454,
8.035278911144667,7.639161171659173,
7.004881989712859,6.811244378601294,
8.906528917594517,8.588955557643128,NF
7.390798521735676,9.128370809108931,NT
5.575949103146316,6.728628613084702,
5.811140992976701,7.611842399580417,
8.119993827725105,6.161207321695077,
6.928537818164665,7.508787170634276,
9.943092807128487,9.58932460283475,NF
6.059123195581797,5.986452005284438,
6.023447592961033,7.402451520818244,
5.805134968916488,6.872128101338986,
8.400884069015854,10.508076706114283,NF
6.077642243349034,7.163946684342547,
5.918893854273146,5.983936280687191,
9.099297073182859,8.616314282284044,SP
3.912023005428146,3.5263605246161616,
4.844187086458591,4.912654885736052,
6.1070228877422545,6.3578422665081,
4.430816798843313,4.356708826689592,
11.917817075326656,11.341258941163606,NT
5.389071729816501,7.5740450053721995,
5.755742213586912,7.179307969504034,
12.978257413414779,14.984146919581635,NT
7.036148493750536,8.685922794690725,
6.670766320845874,6.436150368369428,
7.462214939768189,8.774312958285378,
5.568344503761097,6.852242569051878,
5.645446897643238,7.983098940710892,
6.251903883165888,7.711548979629146,
9.119211438565081,10.762996270311298,NT
11.628893521214161,11.092169038293106,NF
5.8664680569332965,8.146709052203319,
6.1463292576688975,7.1252830915107115,
6.0014148779611505,7.160845906664299,
6.79346613258001,6.84587987526405,
7.789868559054706,9.102755161296246,NT
5.768320995793772,8.068089626278244,
6.553933404025811,7.300472814267799,
10.476301573636187,11.995660208569694,SJ
7.744569809354496,9.470702633773001,
6.848005274576363,8.880307358983872,
9.272281773516365,11.279504279244884,NF
8.501267040865978,10.835277547857206,NT
11.028806684032801,11.025425666507735,NT
8.537975730598767,10.23598762483351,NF
6.418364935936212,8.510168576479273,
5.986452005284438,4.465908118654584,
8.341171747170762,10.818877879167118,NF
6.459904454377535,7.67786350067821,
7.2115567333138015,9.103868127465667,NF
6.298949246855942,7.563200592358071,
5.455321115357702,7.977968093128549,
6.089044875446846,7.615791072035833,
7.773173680482536,9.939095980003495,SJ
7.307872780763706,9.170351363759819,NT
5.337538079701318,8.555836815008442,
6.045005314036012,7.38770923908104,
6.588926477533519,8.555836815008442,
5.948034989180646,5.916202062607435,
6.29156913955832,8.15708378502887,
7.62608275807238,9.393994374003915,
6.20455776256869,7.570443252057374,
7.046647277848756,9.28859686994195,SP
7.0587581525186645,9.0595174822416,
6.298949246855942,7.752764808851328,
6.77078942390898,6.056784013228625,
6.257667587882639,6.226536669287466,
6.131226489483141,7.162397497355718,
6.028278520230698,8.189799618728228,
9.0410929746695,11.598690231931021,NF
8.483429561263428,10.589106466675283,NF
6.92951677076365,7.706162970199576,
7.751475318021456,8.708804795117285,NT
5.420534999272286,6.895682697747868,
4.919980925828125,6.306275286948016,
6.0867747269123065,8.076515327552329,
6.220590170099739,7.850882664809852,
4.948759890378168,6.6240652277998935,
9.593218981411551,11.698608033896361,NF
7.723120092266331,9.60871372627059,
7.134093721192866,8.310169021981912,
8.134760782418645,10.347435922459987,NF
5.5254529391317835,7.103322062526113,
7.027314514039777,8.011355109161286,
7.515344571180436,8.976893927666076,
5.356586274672012,6.9957661563048505,
5.616771097666572,6.961296045910167,
5.717027701406222,7.244941546337007,
12.208838816150132,12.324983933359526,SP
5.429345628954441,5.424950017481403,
6.688354713946762,8.906393407058367,NT
6.030685260261263,7.4815557019095165,
8.366602832783736,10.233366673687698,NT
9.945013299364627,8.152774052744075,
10.242456669355928,11.627984794705016,NT
5.541263545158426,8.159660737063376,
6.226536669287466,8.391403185357937,
5.883322388488279,9.077037524661762,
8.971067438732089,9.190953658175992,NT
5.3612921657094255,5.375278407684165,
5.19295685089021,6.054439346269371,
6.904750769961838,6.616065185132817,
7.037905963447182,8.792549614177382,
9.021477467138807,11.68450621189812,NF
5.117993812416755,5.905361848054571,
6.19644412779452,8.067462667010057,
7.796469243086058,9.08398318309966,NF
8.339261982923576,10.742119399838055,SP
7.247792581767846,7.850882664809852,
8.48528964240323,10.038411724792649,SP
5.820082930352362,8.313607139317558,
5.521460917862246,5.8888779583328805,
6.095824562432225,7.416979621381154,
10.489745271417972,11.932208004509139,NF
7.1098794630722715,8.58876938990546,
5.2832037287379885,8.309922989258318,
7.293017679772782,10.161341661525732,
6.297109319933935,7.560601162768557,
6.202535517187923,7.946971357693591,
9.958827647569292,11.54780020960665,NF
5.703782474656201,7.321849713788356,
5.634789603169249,6.9957661563048505,
9.276315360899716,11.137329790464342,NT
7.143617602704121,7.595889917718538,
8.415381925269553,10.160065879936575,NT
7.418780882750794,10.01283510937141,
5.181783550292085,6.692083742506628,
5.517452896464707,8.640825751861513,
6.807934943699926,8.134467570277563,
5.10594547390058,7.133295954896068,
6.825460036255307,8.552946361122055,
5.968707559985366,8.367532416861831,
7.734558844354756,9.344346651823917,
8.883778861463485,10.314769045965733,
6.2166061010848646,6.98100574072173,
5.3981627015177525,8.002359546252707,
5.713732805509369,7.01301578963963,
4.983606621708336,5.7430031878094825,
7.152268856032539,6.07073772800249,
6.066108090103747,8.261526448396468,
6.626717749249025,8.267705664762426,
8.149890544402423,10.359202077047419,SP
5.389071729816501,7.222566018822171,
6.263398262591624,6.35088571671474,
8.284251797621916,10.173972600159388,NF
5.739792912179234,7.994969522697877,
5.5053315359323625,6.6039438246004725,
7.492760300922379,9.648595302907339,NF
5.0238805208462765,7.156176637480615,
6.883462586413092,8.784009071186633,
8.417593826193484,10.218991482721144,NF
7.692569648067906,9.598998361767967,
8.169336395928386,9.576856729945773,NF
6.413458957167357,6.115892125483034,
7.106606137727303,9.61025678115393,
9.872203262496361,11.413469704106666,NF
8.808219665118408,10.221832186794726,NF
5.0369526024136295,6.598509028614515,
6.48768401848461,8.274866820685254,
7.598399329323964,9.115699967822062,
10.379908049577942,11.12817433345917,NF
5.529429087511423,6.812345094177479,
7.6246189861593985,9.668144893764921,
5.267858159063328,6.818924065275521,
5.662960480135946,8.066521490469993,
6.023447592961033,6.81783057145415,
8.346167594364134,8.85907931788153,NT
6.541029999189903,7.917171988845776,
4.727387818712341,5.081404364984463,
5.707110264748875,7.114769448366463,
5.402677381872279,6.577861357721047,
7.15305163493748,8.316544717929398,
5.318119993844216,5.5909869805108565,
7.901377353792616,9.83745458193169,NF
6.705639094860003,8.055475141757274,
7.216709486709457,8.303999970955196,
5.231108616854587,7.053585727193677,
8.403800504061147,10.138362026726037,
6.171700597410915,7.738052297689316,
5.62040086571715,7.059617628291383,
6.9411900550683745,9.00810178134187,NF
8.151909872940905,9.902487052202545,
5.318119993844216,5.6131281063880705,
6.366470447731438,8.159660737063376,
5.981414211254481,8.482394685873542,
9.283683766200392,11.17838935284977,NT
9.087720658428273,11.335280953727237,NF
5.075173815233827,7.909122183211411,
6.92951677076365,9.283683766200392,
8.814330422638774,8.623353387244627,
5.0689042022202315,7.54274354536855,
